Dist_Name,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Total_Casualties,Flooded_Population_Proxy,Hazard_Exposure_Product,Duration_Weighted_Inundation,Infrastructure_Risk_Score,Risk_Level
Gadchiroli,1.859313068,0.196356508,1.66295656,90,15,1183215,4.0,105,21999.6711175362,26.000163002967177,7.437252272,24.45,Moderate
Gajapati,0.776854184,0.1973271,0.579527084,25,0,638094,29.0,25,4957.05993685296,10.383621374797515,22.528771336,35.37,High
Ganderbal,1.994547665,0.499016366,1.495531299,58,13,559525,6.0,71,11159.992822591252,26.39752974131757,11.96728599,22.92,Low
Gandhinagar,1.280221069,0.000328815,1.279892254,49,2,1324292,25.0,51,16953.86519908148,18.046494565998806,32.005526725,36.48,High
Ganganagar,6.604699359,0.009686833,6.595012526,31,1,2163051,21.0,32,142863.01553184306,96.34295261339736,138.698686539,42.6,Critical
Ganjam,3.782362954,1.187000815,2.595362139,391,2,3912072,23.0,393,147968.7620618069,57.41467337295266,86.99434794199999,43.07,Critical
Garhwa,0.838209479,0.290692695,0.547516784,10,0,1689634,2.0,10,14162.672348406859,12.019943280804794,1.676418958,23.47,Low
Garhwal,1.014386007,0.69594354,0.318442467,171,7,727119,7.0,178,7375.79339023833,13.691012537404326,7.100702049,23.41,Low
Gariaband,0.872452961,0.366717302,0.505735659,0,0,777859,7.0,0,6786.45387790499,11.834215302793877,6.107170727,23.4,Low
Gautam Buddha Nagar,4.671283575,0.002840861,4.668442714,59,4,2613780,25.0,63,122097.075826635,69.02432668138161,116.78208937500001,43.34,Critical
Gaya,3.47076538,0.000225598,3.470539782,122,0,5429170,23.0,122,188433.752781346,53.82218959935547,79.82760374,43.6,Critical
Ghaziabad,2.474121961,0.0,2.474121961,70,2,4601786,24.0,72,113853.79802422345,37.957868444039775,59.378927063999996,42.31,Critical
Ghazipur,9.244698358,0.864783267,8.379915091,97,3,4171506,20.0,100,385643.14668587147,140.9242211479585,184.89396716000002,48.15,Critical
Gir Somnath,0.779801587,0.532788711,0.247012876,62,5,1353212,20.0,67,10552.36865147444,11.00923281849556,15.59603174,33.19,High
Giridih,0.488850861,0.045970652,0.442880209,12,0,3023152,4.0,12,14778.70458133872,7.294540098545347,1.955403444,26.45,Moderate
Goalpara,15.877175,3.270135105,12.6070399,158,5,1063871,10.0,163,168912.66044424998,220.33431544997916,158.77175,45.76,Critical
Godda,0.351053647,0.042063828,0.308989819,16,0,1541633,5.0,16,5411.95886985551,5.001936442664829,1.7552682350000002,24.19,Moderate
Golaghat,13.18454925,1.593594635,11.59095462,83,5,1310870,9.0,88,172832.300753475,185.72022875739341,118.66094325,42.14,Critical
Gomati,2.520489489,0.002801781,2.517687708,10,1,559331,4.0,11,14097.87906371859,33.35741434517435,10.081957956,22.21,Low
Gonda,2.9367264,0.067902889,2.868823511,196,4,4066976,15.0,200,119435.957873664,44.69230796831199,44.050896,37.11,High
Gondiya,1.020830235,0.911616345,0.10921389,35,10,1579976,5.0,45,16128.8727137436,14.570229143334059,5.104151175,25.4,Moderate
Gopalganj,5.900053501,0.432458286,5.467595215,129,10,2913408,24.0,139,171892.63070241408,87.82131949740851,141.601284024,44.83,Critical
Gorakhpur,10.44474452,0.35299449,10.09175003,312,11,5059142,18.0,323,528414.4568040185,161.23246773163328,188.00540136,49.04,Critical
Gumla,0.738034735,0.061045269,0.676989466,8,0,1266667,4.0,8,9348.44243678245,10.370790579590734,2.95213894,23.3,Low
Guna,0.595168951,0.137757934,0.457411017,63,2,1461635,6.0,65,8699.19769694885,8.4484630847495,3.571013706,24.9,Moderate
Guntur,10.2423074,0.999528068,9.242779332,188,108,5374652,8.0,296,550488.379520248,158.72713306459494,81.9384592,43.36,Critical
Gurdaspur,8.104089132,0.113656362,7.99043277,92,3,1740157,6.0,95,141023.87431673723,116.45159914744885,48.624534792000006,34.78,High
Gurugram,1.190106782,0.025213178,1.164893604,9,0,2517256,7.0,9,29958.03437630192,17.54060347152556,8.330747473999999,28.34,Moderate
Gwalior,0.637436542,0.480315571,0.157120971,46,2,2515503,5.0,48,16034.73533710626,9.39452939067441,3.18718271,26.64,Moderate
Hailakandi,17.39218508,0.052376525,17.33980856,73,6,765445,9.0,79,133127.611085606,235.63304451248672,156.52966572,44.64,Critical
Hamirpur,3.7159281904999997,0.3810949845,3.334833206,219,20,502514,10.0,239,18673.059387209167,48.78040426775772,37.159281905,26.91,Moderate
Hanumangarh,3.719727987,0.012851681,3.706876306,12,0,2002775,7.0,12,74497.78219163926,53.97341964644093,26.038095909000003,30.53,High
Hapur,1.533241589,0.006144137,1.527097452,58,1,1831968,28.0,59,28088.49527317152,22.110726548071558,42.930764492,39.84,Critical
Harda,1.414901297,0.286810929,1.128090368,9,3,669689,6.0,12,9475.438346866329,18.98029277146222,8.489407781999999,22.85,Low
Hardoi,4.375049349,0.028511914,4.346537435,77,3,4789431,16.0,80,209539.9697863042,67.29666950365059,70.000789584,40.1,Critical
Hardwar,2.049997612,0.174571933,1.875425679,15,0,2449262,6.0,15,50209.81251162344,30.158125197348188,12.299985671999998,28.75,High
Hassan,0.65942209,0.611212696,0.048209394,61,28,1843387,9.0,89,12155.7010821883,9.513558814476957,5.934798809999999,27.83,Moderate
Hathras,1.329597887,0.0,1.329597887,46,0,1789810,27.0,46,23797.275941314703,19.14304590850808,35.899142949,38.91,Critical
Haveri,1.243636673,0.202049296,1.041587377,67,4,1601523,13.0,71,19917.127354529788,17.767173336016594,16.167276749,30.2,High
Hazaribagh,0.550169328,0.473117617,0.077051711,1,1,2130620,1.0,2,11722.0177362336,8.017025659223634,0.550169328,23.52,Low
Hingoli,1.332394248,1.334570744,0.002176496,82,5,1419813,4.0,87,18917.50674435624,18.87474546306241,5.329576992,24.91,Moderate
Hisar,4.240875674,0.000529024,4.24034665,54,3,1943429,8.0,57,82418.40770246145,61.40773137607896,33.927005392,31.63,High
Hojai,5.264427439,0.109771283,5.154656156,57,1,1112181,10.0,58,58549.961735344594,73.2904870664024,52.64427439000001,31.88,High
Hooghly,9.728119034,0.332437756,9.395681278,175,18,5689338,10.0,193,553465.5728865949,151.31218131413084,97.28119034000001,43.91,Critical
Hoshangabad,2.346467017,0.970690301,1.375776716,53,0,1371450,5.0,53,32180.6219046465,33.15881674950995,11.732335085,26.48,Moderate
Hoshiarpur,1.124097105,0.108432652,1.015664453,77,1,1743086,7.0,78,19593.979263660298,16.154588610902202,7.868679735,26.83,Moderate
Howrah,22.79593904,3.23081923,19.56511981,170,8,4370011,9.0,178,996185.0436012945,348.55620673734984,205.16345136,59.26,Critical
Hyderabad,0.522269753,0.52199262,0.000277133,101,4,3345250,7.0,105,17471.2289122325,7.846085806766755,3.6558882710000002,28.82,High
Idukki,0.789197649,0.784504282,0.004693367,275,71,1048101,4.0,346,8271.588451145491,10.940245675332001,3.156790596,22.86,Low
Imphal East,11.82536756,0.032628883,11.79273868,2,0,434974,5.0,2,51437.2742904344,153.52926542194967,59.126837800000004,33.21,High
Imphal West,3.366895401,0.042914083,3.323981318,2,0,589610,5.0,2,19851.5519738361,44.73667410689312,16.834477005,24.06,Moderate
Indore,0.351694942,0.088367293,0.263327649,57,6,4193901,5.0,63,14749.737689487421,5.363046154658841,1.75847471,28.19,Moderate
Jabalpur,1.701345896,1.091398785,0.609947111,54,6,2843254,5.0,60,48373.58524185584,25.282782770794004,8.50672948,28.63,High
Jagatsinghapur,3.152171799,3.230232986,0.078061187,44,0,1268480,31.0,44,39984.668835955206,44.298512650220204,97.717325769,43.22,Critical
Jagitial,1.696878929,0.394204469,1.30267446,1,0,1063443,14.0,1,18045.340188925467,23.547628360201024,23.756305005999998,29.78,High
Jaipur,0.300794996,0.001876113,0.298918883,190,14,8193632,12.0,204,24646.035046654717,4.788315820507363,3.6095399519999996,34.88,High
Jaisalmer,0.490864938,0.007376732,0.483488206,64,14,848518,7.0,78,4165.077354618839,6.7009188833043245,3.4360545659999997,23.15,Low
Jajapur,12.17977255,0.632633041,11.54713951,33,0,2048302,30.0,33,249478.524737101,177.00281501544242,365.3931765,54.72,Critical
Jalandhar,5.423173348,0.0,5.423173348,56,39,2446748,6.0,95,132691.38542872304,79.77634834150135,32.539040088,32.82,High
Jalaun,5.196857221,0.392709551,4.80414767,145,6,1897451,22.0,151,98607.81930843671,75.12588487183444,114.330858862,41.07,Critical
Jalgaon,1.523114248,0.504330321,1.018783927,75,26,4760079,3.0,101,72501.44146505592,23.419062026483687,4.569342744,29.09,High
Jalna,0.710994286,0.649960977,0.061033309,157,13,2330103,5.0,170,16566.89918791458,10.424188304500706,3.55497143,26.48,Moderate
Jalor,1.350286581,0.005874951,1.34441163,113,4,2252706,25.0,117,30417.98682738186,19.751510273485284,33.757164525,38.68,Critical
Jalpaiguri,4.914165317,0.3463879,4.567777417,366,20,2766173,17.0,386,135934.31417421842,72.89169471295523,83.540810389,39.27,Critical
Jammu,2.064462057,0.475037449,1.589424608,274,80,1766664,5.0,354,36472.10795467848,29.696469465326523,10.322310285,26.98,Moderate
Jamnagar,0.665233515,0.663125755,0.00210776,236,8,1509267,20.0,244,10040.14991483505,9.464367239327284,13.304670300000002,33.53,High
Jamtara,1.614168247,0.953600878,0.660567369,1,0,923311,6.0,1,14903.79298305817,22.171767084140917,9.685009482,24.6,Moderate
Jamui,0.5711396,0.157890825,0.413248775,80,0,2203798,29.0,80,12586.763082008,8.341889798970788,16.5630484,40.04,Critical
Jangoan,0.433243486,0.315476097,0.117767389,1,0,609289,14.0,1,2639.7049034145402,5.7708247327191575,6.0654088040000005,25.99,Moderate
Janjgir - Champa,2.305607554,0.376710728,1.928896826,2,2,2018726,2.0,4,46543.899150562036,33.47275899097895,4.611215108,26.01,Moderate
Jashpur,0.612002702,0.04317362,0.568829082,2,0,942821,1.0,2,5770.089995023419,8.41909643454767,0.612002702,20.2,Low
Jaunpur,4.255610411,0.012266083,4.243344328,200,1,4985265,19.0,201,212153.45635593915,65.63001235355385,80.85659780900001,41.87,Critical
Jayashankar,5.683848444,0.464301349,5.219547095,4,1,423171,18.0,5,24052.398298959237,73.63729173734266,102.30927199199999,33.37,High
Jehanabad,10.28041514,0.001189369,10.27922577,87,0,1409612,27.0,87,144913.9654632568,145.55860667273134,277.57120878,48.93,Critical
Jhabua,0.409073564,0.130395664,0.2786779,3,0,1290473,7.0,3,5278.98389355772,5.755877825383976,2.863514948,24.76,Moderate
Jhajjar,1.433630243,0.004170675,1.429459568,4,0,999200,7.0,4,14324.833388056002,19.80518782995984,10.035411701000001,24.96,Moderate
Jhalawar,1.321031828,0.380898218,0.94013361,35,6,1669164,17.0,41,22050.18770151792,18.92752481870545,22.457541076,32.87,High
Jhansi,2.23315222,0.409255286,1.823896934,127,3,2198410,27.0,130,49093.841719701995,32.61126984990611,60.29510994,40.97,Critical
Jhargram,1.847517048,0.072751655,1.774765393,0,0,1247343,7.0,0,23044.87457203464,25.932723017164566,12.932619336,26.37,Moderate
Jharsuguda,2.936283719,3.100195768,0.163912049,44,0,621362,31.0,44,18244.95124205278,39.16905798484585,91.024795289,40.07,Critical
Jhunjhunun,0.337331328,0.000184082,0.337147246,22,2,2449782,6.0,24,8263.88215370496,4.96265320760383,2.023987968,26.59,Moderate
Jind,1.133905451,0.0,1.133905451,31,6,1489426,6.0,37,16888.68260261126,16.1172210033624,6.803432706,25.59,Moderate
Jiribam,5.343630309,0.111022838,5.232607471,0,0,56027,7.0,0,2993.87575322343,58.42515292234371,37.405412163,18.32,Low
Jodhpur,0.356570143,0.004713804,0.351856339,154,9,4624883,13.0,163,16490.95192668269,5.472268380590402,4.635411859,33.26,High
Jogulamba Gadwal,2.863639705,1.45893785,1.404701855,1,0,677578,34.0,1,19403.3926403449,38.44803259375054,97.36374997,41.54,Critical
Jorhat,7.736947443,1.082349707,6.654597736,205,4,1037431,13.0,209,80265.49122738933,107.1741997474665,100.580316759,36.72,High
Junagadh,1.288798667,0.096341257,1.19245741,272,12,1644700,16.0,284,21196.871676149,18.446664457621722,20.620778672,32.09,High
Kabeerdham,0.818669924,0.253989706,0.564680218,0,0,1131600,2.0,0,9264.068859984001,11.411557960835438,1.637339848,21.84,Low
Kachchh,12.67467755,9.585998161,3.088679389,123,10,2654359,24.0,133,336431.44426940446,187.4802069966755,304.1922612,55.84,Critical
Kaimur (bhabua),2.869921368,0.262638721,2.607282647,88,0,1966164,27.0,88,56427.36076592352,41.58973959024978,77.48787693599999,41.26,Critical
Kaithal,3.116757085,0.00046637,3.116290715,30,3,1238219,6.0,33,38592.278410316154,43.72556306209449,18.700542510000002,27.28,Moderate
Kakching,3.624802358,0.104413907,3.520388451,0,0,180789,7.0,0,6553.243935004621,43.878563907348145,25.373616506,20.87,Low
Kalaburagi,1.1108725,0.548079914,0.562792586,112,16,2925453,8.0,128,32498.052877424998,16.53973648451923,8.88698,29.61,High
Kalahandi,0.969360733,0.57131064,0.398050093,149,0,1864838,22.0,149,18077.00730606254,13.996294546825178,21.325936126000002,35.88,High
Kalimpong,1.209230259,0.250831636,0.958398623,12,0,214033,6.0,12,2588.15180024547,14.841959376979894,7.2553815539999995,18.05,Low
Kallakurichi,1.726935239,0.016931089,1.71000415,20,4,1575629,10.0,24,27210.09243690331,24.64365210050039,17.269352389999998,28.9,High
Kamareddy,1.880129371,0.928824065,0.951305306,6,1,1051890,20.0,7,19776.8928406119,26.070061974149617,37.60258742,33.67,High
Kamjong,0.610853038,0.129302233,0.481550805,0,0,61519,7.0,0,375.79068044722004,6.735948288896346,4.275971266,12.9,Low
Kamle,2.140222737,0.304270955,1.835951782,3,1,25202,5.0,4,539.3789341787401,21.690554568783643,10.701113685000001,10.11,Low
Kamrup,10.03897902,1.476174408,8.562804612,181,13,1546068,8.0,194,155209.44215493358,143.06776021307633,80.31183216,38.32,Critical
Kamrup Metropolitan,14.80454405,1.622970103,13.18157395,7,2,1437551,1.0,9,212822.8710362155,209.90552052453654,14.80454405,39.8,Critical
Kancheepuram,2.694220448,0.935998334,1.758222114,28,6,1542112,6.0,34,41547.89683506176,38.389042206892306,16.165322688,27.95,Moderate
Kandhamal,0.573783436,0.032063654,0.541719782,142,0,832740,26.0,142,4778.1241849464,7.822090038445675,14.918369336000001,34.36,High
Kangpokpi,0.701396511,0.166897675,0.534498836,0,0,268532,7.0,0,1883.47407891852,8.767967768967523,4.909775577,18.89,Low
Kangra,1.044453548,0.966952237,0.077501311,173,58,1693351,4.0,231,17686.26459959348,14.979783144291575,4.177814192,25.14,Moderate
Kannauj,3.637205694,0.028212116,3.608993578,71,7,1938161,21.0,78,70494.90225088735,52.65673853136413,76.381319574,38.53,Critical
Kanniyakumari,0.216023548,0.214453049,0.001570499,50,5,2092603,6.0,55,4520.51524615444,3.1439893884907946,1.296141288,25.89,Moderate
Kannur,3.447996641,1.090489394,2.357507247,153,53,2666656,5.0,206,91946.20930702495,51.017717468329344,17.239983205,30.52,High
Kanpur Dehat,3.309974643,0.222688571,3.087286072,131,4,2010692,16.0,135,66553.39534882957,48.04093885794199,52.959594288,35.4,High
Kanpur Nagar,5.234616541,0.360877047,4.873739494,112,1,4932257,20.0,113,258184.7407666304,80.67228491365718,104.69233082000001,43.73,Critical
Kapurthala,3.634049856,0.260845183,3.373204673,85,2,865875,6.0,87,31466.329190639997,49.682901668632866,21.804299135999997,26.58,Moderate
Karaikal,1.148059852,1.327174677,0.179114825,2,0,220595,5.0,2,2532.5626305194005,14.125829739045097,5.7402992600000005,17.87,Low
Karauli,0.633480722,0.197979321,0.435501401,10,3,1777972,35.0,13,11263.109862557842,9.116411257266813,22.171825270000003,42.8,Critical
Karbi Anglong,1.843407844,0.000151248,1.843256596,66,5,693265,20.0,71,12779.701389706599,24.79230370898,36.86815688,31.65,High
Kargil,0.468179461,0.181839586,0.286339875,46,1,154801,1.0,47,724.7464874226101,5.5946987522485685,0.468179461,12.89,Low
Karimganj,22.54591712,0.019195636,22.52672148,116,14,1393118,11.0,130,314091.22966380155,318.9583447687339,248.00508831999997,54.5,Critical
Karimnagar,1.016544336,1.029366402,0.012822066,140,1,1113366,7.0,141,11317.85901194976,14.153244439715822,7.115810352,25.22,Moderate
Karnal,3.351988487,0.003219511,3.348768976,27,7,1700198,6.0,34,56990.44121620425,48.088484477625336,20.111930922,28.83,High
Karur,1.785192578,0.062914047,1.722278531,23,4,1234912,7.0,27,22045.55736883136,25.040023475641178,12.496348046,26.25,Moderate
Kasaragod,3.02140911,0.717632918,2.303776192,108,40,1320168,6.0,148,39887.6762193048,42.58153532448054,18.12845466,27.66,Moderate
Kasganj,11.5492555,0.061598326,11.48765717,45,3,1633713,26.0,48,188681.688506715,165.22788208310948,300.280643,50.5,Critical
Kathua,1.038752523,0.993134601,0.045617922,112,21,639161,4.0,133,6639.301013532031,13.885953586966714,4.155010092,21.26,Low
Katihar,13.34677951,1.934686307,11.4120932,221,2,3735857,20.0,223,498616.5965989006,201.98332847473543,266.9355902,53.09,Critical
Katni,1.074565636,0.544194583,0.530371053,10,0,1481656,6.0,10,15921.36621973216,15.268150249673525,6.447393816,25.68,Moderate
Kaushambi,5.838259619,0.615851316,5.222408303,41,1,1981279,21.0,42,115672.211796727,84.65040713976038,122.60345199899999,41.52,Critical
Kendrapara,23.2512603,4.951021358,18.30023894,57,0,1692082,24.0,57,393430.39030944597,333.4572723371502,558.0302472,65.44,Critical
Kendujhar,1.491690841,0.370501647,1.121189194,54,3,2118363,20.0,57,31599.42685013283,21.72819948092347,29.833816820000003,35.79,High
Khagaria,12.48011269,0.872843213,11.60726948,166,10,2060105,23.0,176,257103.4255323245,181.43922290441304,287.04259187,51.07,Critical
Khammam,0.560077929,0.458663756,0.101414173,177,0,1521069,7.0,177,8519.17175386101,7.972667085258815,3.9205455029999996,25.71,Moderate
Kheda,2.857113599,0.01148306,2.845630539,102,6,2023119,15.0,108,57802.80807295281,41.48572211657918,42.856703984999996,34.21,High
Kheri,7.086100462,0.145950617,6.940149845,146,6,4820329,16.0,152,341573.35553892,109.04341493717176,113.377607392,43.48,Critical
Khordha,3.367308168,1.214771584,2.152536584,28,0,2574912,29.0,28,86705.22209481217,49.70593463768132,97.65193687200001,44.44,Critical
Khowai,0.889218209,0.0,0.889218209,10,1,324410,4.0,11,2884.7127918169003,11.283971448119633,3.556872836,18.05,Low
Khunti,0.760830841,0.025055895,0.735774946,3,2,661665,2.0,5,5034.15138410265,10.197047653609465,1.521661682,19.56,Low
Kinnaur,0.710681995,0.171089112,0.539592883,225,64,87703,5.0,289,623.28943007485,8.088785457053968,3.5534099749999997,13.27,Low
Kiphire,1.066560501,0.0,1.066560501,4,0,54731,19.0,4,583.73922780231,11.636392459203638,20.264649519000002,20.01,Low
Kishanganj,9.339752372,0.190724422,9.14902795,143,0,2214692,22.0,143,206846.74860249425,136.45961344242625,205.474552184,46.69,Critical
Kishtwar,0.405119324,0.12316298,0.281956344,55,29,231938,5.0,84,939.62565769912,5.004937178544762,2.02559662,16.75,Low
Kodagu,0.795547476,0.154509876,0.6410376,57,17,575814,6.0,74,4580.873743454639,10.551777128248569,4.773284856,21.45,Low
Kodarma,0.4952359,0.493650006,0.001585894,1,0,894355,2.0,1,4429.167033445,6.786643037046777,0.9904718,20.59,Low
Kohima,0.321623488,0.0,0.321623488,5,0,311382,6.0,5,1001.47764940416,4.0681444031441885,1.9297409280000002,18.37,Low
Kokrajhar,2.564133007,0.046972576,2.517160431,71,1,1311786,13.0,72,33635.937807205024,36.120687532605594,33.333729091,30.97,High
Kolar,0.261632224,0.109739276,0.151892948,78,21,1625062,8.0,99,4251.68585197888,3.741617385671473,2.093057792,26.08,Moderate
Kolasib,1.964392845,0.380323566,1.584069279,7,0,125377,4.0,7,2462.89681727565,23.060181364275067,7.85757138,15.71,Low
Kolhapur,1.531674907,0.739128811,0.792546096,258,32,3952672,4.0,290,60542.08518001504,23.265992678039336,6.126699628,29.03,High
Kolkata,12.06523072,10.21461453,1.85061619,262,79,2896202,3.0,341,349433.45341725444,179.51749560620573,36.19569216,43.3,Critical
Kollam,2.689873614,2.697055096,0.007181482,177,60,2503307,5.0,237,67335.79447041498,39.6302404642751,13.44936807,29.88,High
Kondagaon,1.123981488,0.045498909,1.078482579,0,0,656011,7.0,0,7373.44219924368,15.054534272623753,7.867870416000001,22.92,Low
Koppal,1.056602421,0.555929835,0.500672586,74,3,1551558,11.0,77,16393.79939121918,15.06162532736896,11.622626631,28.78,High
Koraput,1.383903026,1.198572767,0.185330259,198,4,1573932,18.0,202,21781.692575182322,19.747034255683435,24.910254468,33.58,High
Korba,1.961395836,1.651028381,0.310367455,1,1,1414402,2.0,2,27742.02193230072,27.777715593984354,3.922791672,24.6,Moderate
Koriya,0.581343442,0.102575658,0.478767784,1,0,763582,1.0,1,4439.03388129244,7.874748688309198,0.581343442,19.35,Low
Kota,2.883610805,0.503964127,2.379646678,206,266,2286428,12.0,472,65931.6848565454,42.22327631554672,34.60332966,33.14,High
Kottayam,3.699266664,2.178531176,1.520735488,200,90,2015065,5.0,290,74542.6278029316,53.69915605197672,18.49633332,30.08,High
Kozhikode,1.40055533,0.599372106,0.801183224,181,45,3349063,5.0,226,46905.4803515579,21.042211430730713,7.0027766499999995,28.75,High
Kra Daadi,1.846265574,0.008415915,1.837849659,7,2,93220,5.0,9,1721.0887680828,21.126315327720796,9.23132787,14.85,Low
Krishna,4.604283716,3.894573341,0.709710375,210,1,4751934,8.0,211,218792.52335706746,70.78654544015873,36.834269728,36.94,High
Krishnagiri,1.019903242,0.155619892,0.86428335,35,4,2151735,6.0,39,21945.615024248702,14.872010322078697,6.119419452000001,26.96,Moderate
Kulgam,0.367091191,0.344100009,0.022991182,49,7,578651,6.0,56,2124.1768476334096,4.870733513850198,2.2025471459999997,21.0,Low
Kullu,0.26843604,0.052025107,0.216410933,371,205,460044,4.0,576,1234.9238958576,3.500158890322032,1.07374416,18.7,Low
Kumuram Bheem Asifabad,1.762360552,0.6274381,1.134922452,1,0,561927,1.0,1,9903.179779037042,23.332118704404827,1.762360552,19.75,Low
Kupwara,0.534056594,0.014099434,0.51995716,37,2,1053524,5.0,39,5626.414391372561,7.406111123335101,2.67028297,22.89,Low
Kurnool,0.793739864,0.504632198,0.289107666,161,108,4618046,7.0,269,36655.27203985744,12.18032115002852,5.556179048,30.43,High
Kurukshetra,5.505038063,0.003818992,5.501219071,17,0,1080970,7.0,17,59507.8099496111,76.48353215557087,38.535266441,30.26,High
Kurung Kumey,0.581168345,0.025194178,0.555974167,17,3,77223,4.0,20,448.79563105935006,6.540739128321164,2.32467338,11.97,Low
Kushinagar,4.446808531,0.238357002,4.208451529,38,0,4300787,25.0,38,191247.763216139,67.92192676451914,111.17021327500001,45.12,Critical
Lahul & Spiti,0.310107104,0.321979852,0.011872748,58,1,31023,6.0,59,96.20452687392,3.2072878018936484,1.860642624,9.29,Low
Lakhimpur,15.4979388,1.049242136,14.44869666,214,39,1161342,9.0,253,179984.07241869599,216.43007376760394,139.4814492,44.31,Critical
Lakhisarai,12.2823616,0.192831525,12.08953008,89,0,1174729,25.0,89,144284.463600064,171.66502741065577,307.05904,49.54,Critical
Lakshadweep,17.42627711,13.42627711,4.0,0,0,60324,7.0,0,10512.227403836401,191.81977823258396,121.98393977,37.9,Critical
Lalitpur,1.497263878,1.506086959,0.008823081,35,4,1495673,25.0,39,22394.17156199894,21.28822882699204,37.43159695,37.73,High
Latehar,0.573164859,0.027933586,0.545231273,1,0,974550,2.0,1,5585.7781333845,7.903789872564473,1.146329718,20.87,Low
Latur,0.559348532,0.350302784,0.209045748,54,6,2795413,4.0,60,15636.10157883716,8.302684774890626,2.237394128,26.33,Moderate
Lawngtlai,2.814060532,0.021722019,2.792338513,12,2,149520,3.0,14,4207.5833074464,33.53007190472407,8.442181596000001,16.74,Low
Leh,0.46868104,0.486956079,0.018275039,162,30,158993,1.0,192,745.1700459271999,5.613215534965097,0.46868104,13.1,Low
Lepa Rada,0.870628148,0.0,0.870628148,3,1,22468,5.0,4,195.61273229264,8.723599893585751,4.35314074,7.99,Low
Lohardaga,0.868753763,0.077224984,0.791528779,7,0,575951,2.0,7,5003.595985536129,11.522958441597938,1.737507526,19.16,Low
Lohit,2.719050727,0.57149925,2.147551477,14,1,51927,6.0,15,1411.9214710092901,29.52240167051357,16.314304362,14.37,Low
Longding,0.638916752,0.0,0.638916752,4,1,60400,5.0,5,385.905718208,7.0336817833786185,3.19458376,11.64,Low
Longleng,2.847941427,0.010400483,2.837540944,0,0,30296,7.0,0,862.81233472392,29.387349322321086,19.935589989,12.78,Low
Lower Dibang Valley,1.560368914,0.162468901,1.397900013,5,1,59491,4.0,6,928.2790706277401,17.154067212682627,6.241475656,12.18,Low
Lower Siang,2.214148435,0.042159747,2.171988688,4,1,19141,5.0,5,423.8101519433499,21.830706813887527,11.070742175,9.02,Low
Lower Subansiri,0.836132857,0.006756278,0.829376579,12,1,99671,5.0,13,833.38197990047,9.6235882380975,4.180664285,13.88,Low
Lucknow,1.996226278,0.00696436,1.989261918,175,10,5804005,17.0,185,115861.0729864339,31.089345684709794,33.935846726,38.53,Critical
Ludhiana,4.786805709,0.007473247,4.779332462,70,1,3965684,7.0,71,189829.58811289957,72.72684460801919,33.507639963,34.55,High
Lunglei,2.6734292,0.01244799,2.66098121,12,0,188482,4.0,12,5038.932824744001,32.473511146667896,10.6937168,18.08,Low
Madhepura,3.91579591,0.008027921,3.907767989,156,0,2498415,24.0,156,97832.8323848265,57.684245403065205,93.97910184,41.64,Critical
Madhubani,3.784620529,0.037751436,3.746869093,216,10,5126077,19.0,226,194002.56247434736,58.47182478727079,71.907790051,41.41,Critical
Madurai,1.022103303,0.009182441,1.012920862,56,54,3384080,7.0,110,34588.7934561624,15.366907098729047,7.154723121,29.31,High
Mahabubabad,0.514342184,0.26668014,0.247662044,4,0,802801,8.0,4,4129.1441965738395,6.992926067928691,4.114737472,23.64,Moderate
Mahabubnagar,0.520380467,0.103573838,0.416806629,40,0,1071711,6.0,40,5576.974706690369,7.225362018456115,3.122282802,23.56,Low
Mahasamund,0.960933082,0.333392516,0.627540566,5,56,1179980,4.0,61,11338.8181809836,13.434813966574014,3.843732328,23.39,Low
Mahe,1.6545,1.410606801,0.243893199,0,0,50846,7.0,0,841.24707,17.92911565824426,11.5815,13.85,Low
Mahendragarh,0.562223928,0.000562973,0.561660955,2,0,970462,7.0,2,5456.16957614736,7.750554014415307,3.935567496,23.77,Moderate
Mahesana,0.776246826,0.08453985,0.691706976,68,3,2169424,26.0,71,16840.08494248224,11.325420010238691,20.182417475999998,38.44,Critical
Mahisagar,2.501932587,1.803625613,0.698306974,33,1,1041596,25.0,34,26060.029748888523,34.66744261452278,62.54831467500001,37.63,High
Mahoba,0.539052412,0.300865401,0.238187011,35,1,1077440,26.0,36,5807.9663078528,7.487491553807074,14.015362712,35.44,High
Mahrajganj,3.336576576,0.082956237,3.253620339,36,0,3375140,27.0,36,112614.1306472064,50.15524445132433,90.08756755200001,43.92,Critical
Mainpuri,3.043030701,0.0,3.043030701,111,1,2193399,24.0,112,66745.80496542699,44.431179918702625,73.03273682400001,40.05,Critical
Majuli,13.12975694,4.888294451,8.241462489,54,1,147155,11.0,55,19321.093825057,156.23424093538475,144.42732634,35.66,High
Malappuram,1.938819937,0.260316709,1.678503228,161,50,4458146,5.0,211,86435.42346856803,29.683805855425668,9.694099685000001,30.43,High
Maldah,11.77624381,2.419208171,9.357035639,221,53,4260890,11.0,274,501772.79487590905,179.7642304699029,129.53868191,46.56,Critical
Malkangiri,1.711137196,1.784198785,0.073061589,30,0,757865,29.0,30,12968.1099104654,23.165823451513432,49.622978683999996,37.74,High
